,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
UgxeNcies4bbw8i1HkV4AaABAg,The Supermegasamurai,1 month ago,1512433203560,How can they hold things without hands?,0,false,0,,,,,,,/Negative/Worry/,Negative,0.566,Worry,0.288
Ugz6uZTMpjoOKiW5ksJ4AaABAg,Saba Aptsiauri,1 month ago,1512433203564,ORANGE HASN’T HAVE AN NECK hahah,13,true,3,,,,,,,/Neutral/Surprise/,Neutral,0.439,Surprise,0.681
,,,,,,,,Ugz6uZTMpjoOKiW5ksJ4AaABAg.8_4PAqXkPso8_4TAKCl-KQ,Kiran Kundi,1 month ago,1512433203979,Saba Aptsiauri rlly all don't fruit dont,1,/Negative/Worry/,Negative,0.475,Worry,0.235
,,,,,,,,Ugz6uZTMpjoOKiW5ksJ4AaABAg.8_4PAqXkPso8_4TDN62T5-,Kiran Kundi,1 month ago,1512433203983,Some times u have to use u brain,1,/Negative/Worry/,Negative,0.507,Worry,0.227
,,,,,,,,Ugz6uZTMpjoOKiW5ksJ4AaABAg.8_4PAqXkPso8_4TNJzjWPJ,Stop using autism as an insult. U hurt my feelings,1 month ago,1512433203986,Saba Aptsiauri it's a neck not an neck,0,/Neutral/Surprise/,Neutral,0.478,Surprise,0.653
UgyHkcWYXwUT4LxdRft4AaABAg,Jayden Garrett,1 month ago,1512433203572,3rd,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
Ugx2_TwrXpjEagz1qIB4AaABAg,BatmanFan 76,1 month ago,1512433203578,"It's not even shocktober, and it's already scary!!!!!😈",1,false,0,,,,,,,/Negative/Hate/,Negative,0.421,Hate,0.227
UgwGOdYrtaPb64759l54AaABAg,Jesu Mari R.agustin,1 month ago,1512433203584,Hey orange would you save passion or save pear you can only pick one,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.47,Empty tweets / Garbage / No sentiments,0.689
UgyHJfInkFfRIb9oPpB4AaABAg,Surena Khormali,1 month ago,1512433203590,This episode was nuts !! 😃😃😂😂,2,true,1,,,,,,,/Negative/Hate/,Negative,0.435,Hate,0.238
,,,,,,,,UgyHJfInkFfRIb9oPpB4AaABAg.8_4OslCNqln8_4PD1xbtvX,Annoying Orange,1 month ago,1512433204025,It's so scary it'll make ya PEE-nuts your pants! HAHAHA!!,1,/Positive/Happiness/,Positive,0.611,Happiness,0.277
UgzxCQt9no7l8w_NaI54AaABAg,Kyzl Noah Dela Cruz,1 month ago,1512433203595,If you like orange give a like,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.369,Surprise,0.564
UgzC_eRXYlK2BlrSDft4AaABAg,Surena Khormali,1 month ago,1512433203599,Awesome episode 🖒🖒,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.714,Happiness,0.286
UgywBUBcx3mt-e8cdtt4AaABAg,Isaac Denley,1 month ago,1512433203602,"Guess what orange 😎💨🍊 





I farted on you",0,true,3,,,,,,,/Neutral/Surprise/,Neutral,0.473,Surprise,0.763
,,,,,,,,UgywBUBcx3mt-e8cdtt4AaABAg.8_4OnGFvq0b8_4OuBh3QhW,Isaac Denley,1 month ago,1512433204012,80th,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,UgywBUBcx3mt-e8cdtt4AaABAg.8_4OnGFvq0b8_4OzMqyGa7,Annoying Orange,1 month ago,1512433204015,Ahhhhhhhh! HAHAHA!!,0,/Positive/Happiness/,Positive,0.787,Happiness,0.29
,,,,,,,,UgywBUBcx3mt-e8cdtt4AaABAg.8_4OnGFvq0b8_4P8z4e61H,Isaac Denley,1 month ago,1512433204019,"Annoying Orange 😎 i am a 






SAVAGE 😎💨🍊",0,/Negative/Boredom/,Negative,0.505,Boredom,0.22
Ugy2wokL9inpkyX_KWd4AaABAg,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433203605,Sorry i'm late i'm the...,113,true,79,,,,,,,/Negative/Worry/,Negative,0.869,Worry,0.291
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4pFc5-bbG,Annoying Orange,1 month ago,1512433204500,Banana?,34,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.473,Empty tweets / Garbage / No sentiments,0.691
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4pKYhqhiq,Marshmallow,1 month ago,1512433204502,Unicorn?,32,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.438,Empty tweets / Garbage / No sentiments,0.586
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4pPO2dvQ_,Grapefruit,1 month ago,1512433204505,Butt Doctor?,31,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.405,Empty tweets / Garbage / No sentiments,0.542
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4pTOyWlOB,Squash,1 month ago,1512433204507,Squash?,30,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4pYTfDCRP,Midget Apple,1 month ago,1512433204510,Unicycle Thief?,32,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4paC_hA6f,Grandpa Lemon,1 month ago,1512433204513,Zzzzzzzzz...,31,/Negative/Worry/,Negative,0.487,Worry,0.254
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4pftH3XSj,Pear,1 month ago,1512433204515,Bacon Alarm Clock?,35,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.399,Empty tweets / Garbage / No sentiments,0.571
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4pnoP1P7u,Annoying Orange,1 month ago,1512433204518,Pantsless Pants DJ?,34,/Neutral/Surprise/,Neutral,0.433,Surprise,0.533
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4q-gjfSA3,Cole Clifford,1 month ago,1512433204520,Toaster?,12,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4s5RD9s2y,Angel Rosas,1 month ago,1512433204522,Myquel Grant Acaylar Hernando day iiiiiyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,4,/Positive/Happiness/,Positive,0.487,Happiness,0.257
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4sBy7BNUn,Jay-Jay Childs,1 month ago,1512433204524,An Apple?,4,/Neutral/Surprise/,Neutral,0.482,Surprise,0.706
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4uFw1fXzX,Galaxykiller200,1 month ago,1512433204527,Monster burger?,4,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.413,Empty tweets / Garbage / No sentiments,0.592
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4vpzz3OQC,ReTrO,1 month ago,1512433204529,A but toucher,3,/Negative/Sadness/,Negative,0.607,Sadness,0.251
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_52Ju9O4Gp,Liam Orr,1 month ago,1512433204531,A wii pony?,3,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.434,Empty tweets / Garbage / No sentiments,0.547
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_545fADOGp,Olivier Cabanié,1 month ago,1512433204534,A poop?,3,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.398,Empty tweets / Garbage / No sentiments,0.578
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_54zD-HfWu,Lewin Ang,1 month ago,1512433204537,A Papaya?,3,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.436,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5AHJ6BUh3,ethan ramcel,1 month ago,1512433204539,"Myquel Grant Acaylar Hernando ,we,",3,/Positive/Relief/,Positive,0.442,Relief,0.221
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5DmW_OpWV,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433204541,"I'm the last one
Htf!!!",3,/Positive/Happiness/,Positive,0.425,Happiness,0.232
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5DmqMVtx-,m3ndoza213,1 month ago,1512433204544,Donald Trunk,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.402,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5G_Ed4nOt,BuyVotw ツ,1 month ago,1512433204547,Myquel Grant Acaylar Hernando oh XD,3,/Positive/Happiness/,Positive,0.418,Happiness,0.233
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5HC--UzBC,Gosei Greater,1 month ago,1512433204549,pokeball,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5M785SOhP,bj Max,1 month ago,1512433204551,"""toaster oven oh wait peppy (the delivery boy in 30 mins or less) is gone""",2,/Negative/Worry/,Negative,0.363,Worry,0.249
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5fAxpYuuY,Kim Hai Lieu,1 month ago,1512433204553,Myquel Grant Acaylar Hernando À,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5fL3ozLRq,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433204555,"Kim Hai Lieu did you say After i guess you said that
Thanks",2,/Neutral/Surprise/,Neutral,0.541,Surprise,0.801
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5gpYWoARv,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433204558,"I don't have my boss only my brother
Thanks for the advice",2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.361,Empty tweets / Garbage / No sentiments,0.627
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5oO4fqkWc,amir muhsen,1 month ago,1512433204560,Hay what do you call a pepper in a nose?halapineo business!hahahaha!,2,/Negative/Worry/,Negative,0.433,Worry,0.257
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5od0qFCJB,slitherwąż,1 month ago,1512433204563,Toster?,3,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5okyc4WsS,slitherwąż,1 month ago,1512433204565,Pineapple?,3,/Neutral/Surprise/,Neutral,0.438,Surprise,0.518
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5ompXfbnb,slitherwąż,1 month ago,1512433204568,Passion Fruit?,3,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.45,Empty tweets / Garbage / No sentiments,0.573
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5rLJKzrLc,StarHeroX Adventures,1 month ago,1512433204570,YAH?!😂😂,3,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.437,Empty tweets / Garbage / No sentiments,0.567
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5xqO9bj-5,Evita Nurfida,1 month ago,1512433204572,"Myquel Grant Acaylar Hernando 

What? What!? WHAT!?!?
WWWAAAAAAAAATT!?!?!?!?!?!?!?!?!?!?!?",2,/Neutral/Surprise/,Neutral,0.584,Surprise,0.814
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6-rVAAxhb,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433204574,gg,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_62h-hJwM5,Triaki,1 month ago,1512433204577,Myquel Grant Acaylar Hernando giant pink flying apple with a green and red spear?,2,/Positive/Happiness/,Positive,0.407,Happiness,0.297
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6C8QO3Cyl,Morgan Millington,1 month ago,1512433204579,No worries Myquel Grant Acaylar Hernando. Your not alone. Presentiiiiiing Brainy!,2,/Negative/Worry/,Negative,0.513,Worry,0.28
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6OnPhV5kz,farislan lan,1 month ago,1512433204581,Creep?,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.519
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6S0ks5byW,Banana Boy,1 month ago,1512433204583,Wii U?,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.44,Empty tweets / Garbage / No sentiments,0.547
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6VSNdJ2zs,Nancy Mitchell,1 month ago,1512433204586,Annoying Orange Blender!,2,/Negative/Boredom/,Negative,0.415,Boredom,0.222
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6jD4FRdMi,matthew hendryx,1 month ago,1512433204588,The mystery is OVER 9000,2,/Negative/Worry/,Negative,0.409,Worry,0.222
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6nYEbunRS,Johnny Hall,1 month ago,1512433204590,Winner of this year's butt-toucher of the year award?,4,/Negative/Hate/,Negative,0.365,Hate,0.237
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6oy11W-Fs,Jordan Henry,1 month ago,1512433204638,My favorite Thanksgiving food is yums,1,/Positive/Happiness/,Positive,0.578,Happiness,0.435
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6sIxqrcTe,Lenard Murphy,1 month ago,1512433204642,William Shakespeare ?,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.487,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_73YWGtlcC,Blobsy,1 month ago,1512433204645,My butt?,2,/Negative/Worry/,Negative,0.351,Worry,0.234
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7Hpftwkxy,Gregory Blisset,1 month ago,1512433204647,Annoying Orange YOUR ARE THE BEST Please play Roblox on your gaming channel and Friend me please IGN:MyAccJustHadAGlitch,1,/Positive/Fun/,Positive,0.513,Fun,0.259
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7XHK9M0xD,Nick The Roblox Gamer,1 month ago,1512433204650,A pilgrim reaper?,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.425,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7eM6NK56j,lukegibo,1 month ago,1512433204652,THE PILGRIM REAPER?!?!?,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.425,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7lIgpw9fm,Gamer fluttershy 123,1 month ago,1512433204656,Wow you are so lucky to get this much comments!,1,/Positive/Happiness/,Positive,0.371,Happiness,0.257
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7lMZwwSZE,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433204659,Thanks,1,/Positive/Happiness/,Positive,0.642,Happiness,0.36
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7naDp9Hze,Nick The Roblox Gamer,1 month ago,1512433204661,Myquel Grant Acaylar Hernando I just realized you have happy tree friends photo,1,/Positive/Love/,Positive,0.484,Love,0.276
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_81vWRoLk4,Jaydon Ha,1 month ago,1512433204664,TNT?,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_82Dk_t_W9,I'm totally not a gay,1 month ago,1512433204667,annoying Orange was quiet?,1,/Negative/Boredom/,Negative,0.374,Boredom,0.219
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_8cVpazkAo,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433204670,Yep,1,/Positive/Happiness/,Positive,0.486,Happiness,0.333
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_A9d9-df4s,Malliry Webster,1 month ago,1512433204673,Hey  guys  your  the  best,1,/Positive/Love/,Positive,0.829,Love,0.267
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_APp2Hsf3M,Jacob Manfredi,1 month ago,1512433204675,Yoshi?,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_Amm2w12Ne,The Alolan shiny hunter,1 month ago,1512433204678,wait i know who you ar........,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.418,Empty tweets / Garbage / No sentiments,0.552
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_BMXVUKryW,Jorge Cruz,1 month ago,1512433204680,Midget Apple We don't ride Unicycles Midget Apple,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.457,Empty tweets / Garbage / No sentiments,0.521
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_BMYtKou8Q,Jorge Cruz,1 month ago,1512433204683,Squash Dude your squash,1,/Negative/Anger/,Negative,0.381,Anger,0.341
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_BMl0uhTcf,Jorge Cruz,1 month ago,1512433204685,Annoying Orange Knife?,1,/Negative/Boredom/,Negative,0.399,Boredom,0.218
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_BbI8rNueA,Kelly Latham,1 month ago,1512433204688,"but man.    is   the.     best 
thing.    in.     the.   would",1,/Positive/Fun/,Positive,0.473,Fun,0.277
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_Be9rIh6zz,The Alolan shiny hunter,1 month ago,1512433204692,Kelly Latham buttman *,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.446,Empty tweets / Garbage / No sentiments,0.541
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_C0JtKPV8L,Christian Ballard,1 month ago,1512433204695,Myquel Grant Acaylar Hernando,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_CfEKkLKy2,Sana Shaikh,1 month ago,1512433204697,Myquel Grant Acaylar Hernando w  vc u,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_EzbrGz1_t,Alex Drake,1 month ago,1512433204700,FAT TURKEY,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.38,Empty tweets / Garbage / No sentiments,0.546
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_GZL-wU4p7,strahinja djokic,1 month ago,1512433204704,Albanian?,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_HIpimydIW,Owen Baldwin,1 month ago,1512433204707,A person that can only fart on their own eyebrows?,1,/Neutral/Surprise/,Neutral,0.471,Surprise,0.667
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_HL1BeMa-z,Nick Griffin,1 month ago,1512433204709,"Are you the President's, dad's, best friend's, uncle's, cell mate's, great great grandma's, dogs dinner?",2,/Positive/Happiness/,Positive,0.713,Happiness,0.333
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_LDoLxulgX,Crying baby Long,1 month ago,1512433204712,Grant Acaylar Hernando,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_MQa6BlBQm,Michael Chandler,1 month ago,1512433204715,Pilgrim reaper,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.425,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_MSIgHdIwt,Sarah Wittrien,1 month ago,1512433204718,Evil twin of Trump?????? 😂,1,/Positive/Enthusiasm/,Positive,0.382,Enthusiasm,0.265
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_OVZ87pMr9,The Gaming Gecko,1 month ago,1512433204720,Giraffe police officer with an angry prospecter riding on it?,1,/Negative/Hate/,Negative,0.382,Hate,0.245
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_S4sW1dGp1,Cecilio Muñiz Ochoa,1 month ago,1512433204722,Annoying Orange 😱💀😇,1,/Negative/Boredom/,Negative,0.415,Boredom,0.234
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_TVCmWKOot,unboxing things techniques and skills,1 month ago,1512433204724,Annoying Orange yes,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.38,Empty tweets / Garbage / No sentiments,0.757
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_UC8QYkzzI,Minion Shadic The Hedgehog Minion Canon Banana,1 month ago,1512433204728,Minions,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_WBMhN5rI6,Elaina-Louise Smith,1 month ago,1512433204733,Winter[Myquel Grant Acaylar Hernando] gmb,1,/Neutral/Surprise/,Neutral,0.422,Surprise,0.76
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_ewxLx-9e2,呂素如,1 month ago,1512433204736,He is Cute,0,/Positive/Love/,Positive,0.467,Love,0.381
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_ipHp-O5tu,Janice Norwood,1 month ago,1512433204741,Winter[Myquel Grant Acaylar Hernando] hi,0,/Neutral/Surprise/,Neutral,0.683,Surprise,0.654
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_lK55LpHsX,Connor Quante,1 month ago,1512433204745,eggman,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_tHaqoHpfz,Noah Beecher,4 weeks ago,1512692404750,Butt bomb,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.422,Empty tweets / Garbage / No sentiments,0.545
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8a1fwQm_c8g,Принцесса София,3 weeks ago,1513297204754,"Winter[Myquel Grant Acaylar Hernando] тролингизйжёэхж  habsdfdjcygdjguckujshgj the cidchucewksudusfjuerruuwkdoyydduihkgiiryfuygihkdhcjvfutytisldhyfueihrvhesxurjfksisefottooueywjdyspdoullpp  ^$$$$$$$$994$475&584*4&4^$474834875558577&4##001234676890,1пййэйзкелцоукпп",0,/Positive/Fun/,Positive,0.366,Fun,0.264
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8arv2BsoAW2,Harmoni Jarvis,3 days ago,1514852404758,passion fruit i love you orange,0,/Positive/Love/,Positive,0.51,Love,0.652
Ugy3shR0W-pvVbboW5x4AaABAg,Chloe Hannah White,1 month ago,1512433203610,141 like,0,false,0,,,,,,,/Positive/Love/,Positive,0.404,Love,0.327
UgxU6mTr71chyVGetLJ4AaABAg,Kyzl Noah Dela Cruz,1 month ago,1512433203632,Awesome,0,false,0,,,,,,,/Positive/Happiness/,Positive,0.904,Happiness,0.316
Ugz0MataihPMPwFATWh4AaABAg,AVERYELLA BALES,1 month ago,1512433205489,Maybe you could prank orange with this since he is afraid of dancing hippos soooo hippoBOOtamus lol maybe you could do this if you want ;3,1,false,0,,,,,,,/Negative/Hate/,Negative,0.413,Hate,0.269
Ugwh3gp1selDjolc7DZ4AaABAg,MK1MonsterOck1989,1 month ago,1512433205494,PilGRIM Reaper Sounds Like Heavy From TF2,11,true,2,,,,,,,/Neutral/Surprise/,Neutral,0.443,Surprise,0.637
,,,,,,,,Ugwh3gp1selDjolc7DZ4AaABAg.8_4OjJiiXNQ8_4PE9XNJoy,Garrett Brogan,1 month ago,1512433205938,MK1MonsterOck1989 kinda is,1,/Neutral/Surprise/,Neutral,0.471,Surprise,0.564
,,,,,,,,Ugwh3gp1selDjolc7DZ4AaABAg.8_4OjJiiXNQ8_4Qd7kKG6b,jermain the flame,1 month ago,1512433205956,MK1MonsterOck1989 kung kinda lol,0,/Positive/Fun/,Positive,0.443,Fun,0.261
UgxvQIh0kHKg6n_mfn54AaABAg,High Fivers,1 month ago,1512433205499,Are guys gonna do a week long Thanksgiving thing this year? You didn't do one last year.,0,false,0,,,,,,,/Negative/Sadness/,Negative,0.474,Sadness,0.233
Ugz1nOHfIdISQC3YHwx4AaABAg,الشبحان المغامران,1 month ago,1512433205503,ادعم قناتي,0,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
