"","X","user","com","degree","outdegree","uw_outdegree","indegree","betweenness","closeness","eigen","trollreply","trollid","density","N","weak_comp","stron_comp","modularity","activity","weight","response","trollcumresp","dens.re","mod.re","comcumresp","comrespbef","trollrespbef","inteactiontroll","interactioncom","anger","disgust","fear","joy","sadness"
"377",377,"First lady Princest Ivanka",5,8,10,8,0,0,0.000544366,0,0,3,0.022606383,48,4,48,0.340814507,10,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"378",378,"GirtonOramsay",5,3,0,0,3,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"379",379,"Hal Jordan",5,9,3,2,7,33,0.000462535,0,0,3,0.022606383,48,4,48,0.340814507,6,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"380",380,"IintruderI",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"381",381,"Iron Bowtie",5,1,2,1,0,0,0.000481464,0,0,3,0.022606383,48,4,48,0.340814507,2,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"382",382,"Jai Ritter",5,3,2,1,2,4.5,0.000482393,0,0,3,0.022606383,48,4,48,0.340814507,3,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"383",383,"Jamie Cox",5,1,0,0,1,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"384",384,"Jay Wilson",5,2,3,2,0,0,0.000462321,0,0,3,0.022606383,48,4,48,0.340814507,3,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"385",385,"Jeri Kourkoumelis",5,5,3,0,5,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,4,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"386",386,"John Blazem",5,1,0,0,1,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"387",387,"kahmaal14",5,2,1,1,1,3,0.000472367,0,1,3,0.022606383,48,4,48,0.340814507,2,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"388",388,"Kitty S",5,1,1,0,1,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,2,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"389",389,"Levity",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"390",390,"Mending Wall",5,3,3,3,0,0,0.000505306,0,0,3,0.022606383,48,4,48,0.340814507,3,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"391",391,"mistymorning195",5,5,5,5,0,0,0.000542888,0,0,3,0.022606383,48,4,48,0.340814507,5,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"392",392,"Molly",5,1,2,1,0,0,0.000452489,0,0,3,0.022606383,48,4,48,0.340814507,2,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"393",393,"musicf3b",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"394",394,"NRLR89",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"395",395,"PluralFrog",5,2,0,0,2,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"396",396,"PoloBoyPrince",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"397",397,"Rafael Vargas",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"398",398,"Raiku Anime",5,6,1,1,5,27,0.000472367,0,0,3,0.022606383,48,4,48,0.340814507,4,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"399",399,"Rational Thoughts -USA",5,2,2,0,2,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,3,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"400",400,"Red Hood",5,1,1,1,0,0,0.000472367,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"401",401,"Sacred, Nothing is",5,2,2,2,0,0,0.000493583,0,0,3,0.022606383,48,4,48,0.340814507,2,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"402",402,"Sara H",5,1,0,0,1,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"403",403,"Solo Phats",5,4,0,0,4,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"404",404,"Sorry But Not Sorry",5,1,1,1,0,0,0.000472367,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"405",405,"T Raa",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"406",406,"Time Lord",5,1,2,1,0,0,0.000471698,0,0,3,0.022606383,48,4,48,0.340814507,2,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"407",407,"Todd Sheridan",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"408",408,"tonedog77",5,1,0,0,1,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"409",409,"Traci M",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"410",410,"Vaness AntifaFan",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"411",411,"wickednwyld",5,1,1,1,0,0,0.000492611,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"412",412,"Yaman",5,7,0,0,7,0,0.000443262,0,1,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"413",413,"Adisasleep",5,1,1,1,0,0,0.000492611,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"414",414,"Alex di nobile",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"415",415,"BJ Martin",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"416",416,"BL4CK KN1G8T",5,1,2,1,0,0,0.000452489,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"417",417,"BLAIR M Schirmer",5,1,1,1,0,0,0.000492611,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"418",418,"bloodsoldierZ",5,5,1,1,4,16,0.000482393,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"419",419,"catwalk33",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"420",420,"Chance Anderson",5,1,1,1,0,0,0.000492611,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"421",421,"Colonel Cuck Of The Cuckold Army",5,1,1,1,0,0,0.000472367,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"422",422,"Dani Kbob",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"423",423,"Durodes Duvo",5,3,0,0,3,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"424",424,"Fatnorth759",5,1,1,0,1,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"425",425,"First lady Princest Ivanka",5,8,10,8,0,0,0.000544366,0,0,4,0.022606383,48,4,48,0.340814507,10,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"426",426,"GirtonOramsay",5,3,0,0,3,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"427",427,"Hal Jordan",5,9,3,2,7,33,0.000462535,0,0,4,0.022606383,48,4,48,0.340814507,6,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"428",428,"IintruderI",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"429",429,"Iron Bowtie",5,1,2,1,0,0,0.000481464,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"430",430,"Jai Ritter",5,3,2,1,2,4.5,0.000482393,0,0,4,0.022606383,48,4,48,0.340814507,3,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"431",431,"Jamie Cox",5,1,0,0,1,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"432",432,"Jay Wilson",5,2,3,2,0,0,0.000462321,0,0,4,0.022606383,48,4,48,0.340814507,3,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"433",433,"Jeri Kourkoumelis",5,5,3,0,5,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,4,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"434",434,"John Blazem",5,1,0,0,1,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"435",435,"kahmaal14",5,2,1,1,1,3,0.000472367,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"436",436,"Kitty S",5,1,1,0,1,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"437",437,"Levity",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"438",438,"Mending Wall",5,3,3,3,0,0,0.000505306,0,0,4,0.022606383,48,4,48,0.340814507,3,1,1,1,-0.007134876,-0.088198011,1,0,0,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"439",439,"mistymorning195",5,5,5,5,0,0,0.000542888,0,0,4,0.022606383,48,4,48,0.340814507,5,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"440",440,"Molly",5,1,2,1,0,0,0.000452489,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"441",441,"musicf3b",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"442",442,"NRLR89",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"443",443,"PluralFrog",5,2,0,0,2,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"444",444,"PoloBoyPrince",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"445",445,"Rafael Vargas",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"446",446,"Raiku Anime",5,6,1,1,5,27,0.000472367,0,0,4,0.022606383,48,4,48,0.340814507,4,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"447",447,"Rational Thoughts -USA",5,2,2,0,2,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,3,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"448",448,"Red Hood",5,1,1,1,0,0,0.000472367,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"449",449,"Sacred, Nothing is",5,2,2,2,0,0,0.000493583,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"450",450,"Sara H",5,1,0,0,1,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"451",451,"Solo Phats",5,4,0,0,4,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"452",452,"Sorry But Not Sorry",5,1,1,1,0,0,0.000472367,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"453",453,"T Raa",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"454",454,"Time Lord",5,1,2,1,0,0,0.000471698,0,0,4,0.022606383,48,4,48,0.340814507,2,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"455",455,"Todd Sheridan",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"456",456,"tonedog77",5,1,0,0,1,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"457",457,"Traci M",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"458",458,"Vaness AntifaFan",5,1,1,1,0,0,0.000452694,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"459",459,"wickednwyld",5,1,1,1,0,0,0.000492611,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"460",460,"Yaman",5,7,0,0,7,0,0.000443262,0,0,4,0.022606383,48,4,48,0.340814507,1,0,0,1,-0.007134876,-0.088198011,1,1,1,0,0,"0.311546","0.606563","0.035092","0.024611","0.351224"
"461",461,"Adisasleep",5,1,1,1,0,0,0.000415628,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"462",462,"Alex di nobile",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"463",463,"BJ Martin",5,2,2,2,0,0,0.000392157,0,0,5,0.02224736,52,4,52,0.297405877,2,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"464",464,"BL4CK KN1G8T",5,2,3,2,0,0,0.000392003,0,0,5,0.02224736,52,4,52,0.297405877,3,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"465",465,"BLAIR M Schirmer",5,1,1,1,0,0,0.000415628,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"466",466,"bloodsoldierZ",5,5,1,1,4,16,0.000407664,0,0,5,0.02224736,52,4,52,0.297405877,2,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"467",467,"catwalk33",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"468",468,"Chance Anderson",5,1,1,1,0,0,0.000415628,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"469",469,"Colonel Cuck Of The Cuckold Army",5,1,1,1,0,0,0.00039984,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"470",470,"Dani Kbob",5,2,2,2,0,0,0.00039984,0,0,5,0.02224736,52,4,52,0.297405877,2,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"471",471,"Durodes Duvo",5,3,0,0,3,0,0.000377074,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"472",472,"Fatnorth759",5,1,1,0,1,0,0.000377074,0,0,5,0.02224736,52,4,52,0.297405877,2,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"473",473,"First lady Princest Ivanka",5,9,11,9,0,0,0.000465983,0,0,5,0.02224736,52,4,52,0.297405877,11,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"474",474,"GirtonOramsay",5,3,0,0,3,0,0.000377074,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"475",475,"Hal Jordan",5,9,3,2,7,33,0.000392157,0,0,5,0.02224736,52,4,52,0.297405877,6,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"476",476,"IintruderI",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"477",477,"Iron Bowtie",5,1,2,1,0,0,0.000407,0,0,5,0.02224736,52,4,52,0.297405877,2,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"478",478,"Jai Ritter",5,3,2,1,2,4.5,0.000407664,0,0,5,0.02224736,52,4,52,0.297405877,3,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"479",479,"Jamie Cox",5,1,0,0,1,0,0.000377074,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"480",480,"Jay Wilson",5,2,3,2,0,0,0.000392003,0,0,5,0.02224736,52,4,52,0.297405877,3,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"481",481,"Jeri Kourkoumelis",5,5,3,0,5,0,0.000377074,0,0,5,0.02224736,52,4,52,0.297405877,4,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"482",482,"John Blazem",5,1,0,0,1,0,0.000377074,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"483",483,"JOHN WOODHEAD",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"484",484,"kahmaal14",5,2,1,1,1,3,0.00039984,0,0,5,0.02224736,52,4,52,0.297405877,2,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"485",485,"Kitty S",5,1,1,0,1,0,0.000377074,0,0,5,0.02224736,52,4,52,0.297405877,2,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"486",486,"Levity",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"487",487,"Mending Wall",5,3,3,3,0,0,0.000425351,0,0,5,0.02224736,52,4,52,0.297405877,3,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"488",488,"Michael Robertson",5,1,1,1,0,0,0.00039185,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"489",489,"mistymorning195",5,5,5,5,0,0,0.000454133,0,0,5,0.02224736,52,4,52,0.297405877,5,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"490",490,"Molly",5,4,4,1,3,2,0.00038432,0,1,5,0.02224736,52,4,52,0.297405877,4,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"491",491,"musicf3b",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"492",492,"NRLR89",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"493",493,"PluralFrog",5,2,0,0,2,0,0.000377074,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"494",494,"PoloBoyPrince",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"495",495,"Rafael Vargas",5,1,1,1,0,0,0.000384468,0,0,5,0.02224736,52,4,52,0.297405877,1,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
"496",496,"Raiku Anime",5,6,1,1,5,27,0.00039984,0,0,5,0.02224736,52,4,52,0.297405877,4,0,0,0,-0.004854749,-0.143362883,1,1,0,0,0,"0.11693","0.175148","0.181347","0.06951","0.613881"
