"","X","user","com","degree","outdegree","uw_outdegree","indegree","betweenness","closeness","eigen","trollreply","trollid","density","N","weak_comp","stron_comp","modularity","activity","weight","response","trollcumresp","dens.re","mod.re","comcumresp","comrespbef","trollrespbef","inteactiontroll","interactioncom","anger","disgust","fear","joy","sadness"
"257",257,"First lady Princest Ivanka",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"258",258,"Franco Bonalumi",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"259",259,"Hal Jordan",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"260",260,"KvltLarp Warrior",3,1,0,0,1,0,0.004166667,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"261",261,"kylestyyle987",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"262",262,"Leah's Odyssey",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"263",263,"Marijuana Saves Lives",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"264",264,"Pete The Pict",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"265",265,"saquille Ahem",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"266",266,"Video Archives",3,6,0,0,6,0,0.004166667,0,3,3,0.05,16,4,16,0.602040816,0,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"267",267,"Xiomara Clement",3,1,1,1,0,0,0.004444444,0,0,3,0.05,16,4,16,0.602040816,1,0,0,0,-0.000854448,0.267078243,0,0,0,0,0,"0.501002","0.691015","0.075669","0.005781","0.072165"
"268",268,"American Insurgent",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"269",269,"Cenks A Cuck",3,2,1,0,2,0,0.003676471,0,0,4,0.047794118,17,4,17,0.577777778,2,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"270",270,"Damian Eadie",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"271",271,"Dani Kbob",3,1,3,1,0,0,0.003875969,0,0,4,0.047794118,17,4,17,0.577777778,3,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"272",272,"Donald Trump",3,3,0,0,3,0,0.003676471,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"273",273,"First lady Princest Ivanka",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"274",274,"Franco Bonalumi",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"275",275,"Hal Jordan",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"276",276,"Jack Tompson",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"277",277,"KvltLarp Warrior",3,1,0,0,1,0,0.003676471,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"278",278,"kylestyyle987",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"279",279,"Leah's Odyssey",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"280",280,"Marijuana Saves Lives",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"281",281,"Pete The Pict",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"282",282,"saquille Ahem",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"283",283,"Video Archives",3,7,0,0,7,0,0.003676471,0,1,4,0.047794118,17,4,17,0.577777778,0,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"284",284,"Xiomara Clement",3,1,1,1,0,0,0.00390625,0,0,4,0.047794118,17,4,17,0.577777778,1,0,0,0,-0.002400543,0.239876144,0,0,0,0,0,"0.691332","0.271315","0.093453","0.035564","0.220608"
"285",285,"American Insurgent",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"286",286,"Cenks A Cuck",3,2,1,0,2,0,0.001976285,0,0,5,0.037549407,23,4,23,0.427221172,2,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"287",287,"chocolateking1",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"288",288,"Damian Eadie",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"289",289,"Dani Kbob",3,1,3,1,0,0,0.002057613,0,0,5,0.037549407,23,4,23,0.427221172,3,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"290",290,"Donald Trump",3,3,0,0,3,0,0.001976285,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"291",291,"First lady Princest Ivanka",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"292",292,"Franco Bonalumi",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"293",293,"Hal Jordan",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"294",294,"Jack Tompson",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"295",295,"KvltLarp Warrior",3,1,0,0,1,0,0.001976285,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"296",296,"kylestyyle987",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"297",297,"Leah's Odyssey",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"298",298,"Marijuana Saves Lives",3,1,3,1,0,0,0.002057613,0,0,5,0.037549407,23,4,23,0.427221172,3,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"299",299,"Mr President",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"300",300,"Mr Research aka Q",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"301",301,"Pete The Pict",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"302",302,"plwpahi",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"303",303,"root",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"304",304,"saquille Ahem",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"305",305,"Video Archives",3,13,0,0,13,0,0.001976285,0,1,5,0.037549407,23,4,23,0.427221172,0,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"306",306,"Wotiluv",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"307",307,"Xiomara Clement",3,1,1,1,0,0,0.002066116,0,0,5,0.037549407,23,4,23,0.427221172,1,0,0,0,-0.008686531,0.071685174,0,0,0,0,0,"0.676675","0.368473","0.049834","0.037663","0.175547"
"308",308,"doge iplier",4,4,0,0,4,0,0.009090909,0,1,1,0.063636364,11,4,11,0.551111111,0,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"309",309,"ÌÂåùå«ÌÇåè‰ã¢ÌÂ‰ÛÓå¡",4,1,0,0,1,0,0.009090909,0,0,1,0.063636364,11,4,11,0.551111111,1,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"310",310,"Im mr stick man K",4,1,1,1,0,0,0.01,0,0,1,0.063636364,11,4,11,0.551111111,1,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"311",311,"John Epperson",4,1,5,1,0,0,0.009615385,0,0,1,0.063636364,11,4,11,0.551111111,5,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"312",312,"king savage",4,0,1,0,0,0,0.009090909,0,0,1,0.063636364,11,4,11,0.551111111,2,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"313",313,"lukegibo",4,1,1,1,0,0,0.01,0,0,1,0.063636364,11,4,11,0.551111111,1,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"314",314,"man-thing monster",4,1,1,1,0,0,0.01,0,0,1,0.063636364,11,4,11,0.551111111,1,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"315",315,"NoOneis Here",4,1,5,1,0,0,0.009615385,0,0,1,0.063636364,11,4,11,0.551111111,5,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"316",316,"Phantom land Sub and like",4,1,1,1,0,0,0.01,0,0,1,0.063636364,11,4,11,0.551111111,1,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"317",317,"Yuto Naruhodo",4,2,0,0,2,0,0.009090909,0,0,1,0.063636364,11,4,11,0.551111111,1,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"318",318,"Zackary Kilian",4,1,1,1,0,0,0.01,0,0,1,0.063636364,11,4,11,0.551111111,1,0,0,0,0.00948298,0.230843842,0,0,0,0,0,"0.585009","0.229614","0.102691","0.066476","0.336897"
"319",319,"Alex di nobile",5,1,1,1,0,0,0.006944444,0,0,1,0.070512821,13,2,13,0.568877551,1,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"320",320,"BL4CK KN1G8T",5,1,2,1,0,0,0.006896552,0,0,1,0.070512821,13,2,13,0.568877551,2,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"321",321,"catwalk33",5,1,1,1,0,0,0.006944444,0,0,1,0.070512821,13,2,13,0.568877551,1,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"322",322,"Colonel Cuck Of The Cuckold Army",5,1,1,1,0,0,0.008196721,0,0,1,0.070512821,13,2,13,0.568877551,1,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"323",323,"First lady Princest Ivanka",5,1,1,1,0,0,0.006944444,0,0,1,0.070512821,13,2,13,0.568877551,1,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"324",324,"Hal Jordan",5,4,3,2,2,4,0.007575758,0,1,1,0.070512821,13,2,13,0.568877551,4,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"325",325,"Jay Wilson",5,2,3,2,0,0,0.007518797,0,0,1,0.070512821,13,2,13,0.568877551,3,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"326",326,"Jeri Kourkoumelis",5,5,3,0,5,0,0.006410256,0,0,1,0.070512821,13,2,13,0.568877551,4,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"327",327,"Kitty S",5,1,1,0,1,0,0.006410256,0,0,1,0.070512821,13,2,13,0.568877551,2,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"328",328,"Molly",5,1,2,1,0,0,0.006896552,0,0,1,0.070512821,13,2,13,0.568877551,2,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"329",329,"Rational Thoughts -USA",5,2,2,0,2,0,0.006410256,0,0,1,0.070512821,13,2,13,0.568877551,3,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"330",330,"Time Lord",5,1,1,1,0,0,0.008196721,0,0,1,0.070512821,13,2,13,0.568877551,1,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"331",331,"tonedog77",5,1,0,0,1,0,0.006410256,0,0,1,0.070512821,13,2,13,0.568877551,1,0,0,0,0.017679011,0.24273216,1,0,0,0,0,"0.444561","0.220539","0.111007","0.059523","0.174351"
"332",332,"Alex di nobile",5,1,1,1,0,0,0.000976563,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"333",333,"BL4CK KN1G8T",5,1,2,1,0,0,0.00097561,0,0,2,0.03030303,33,4,33,0.361275477,2,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"334",334,"BLAIR M Schirmer",5,1,1,1,0,0,0.001104972,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"335",335,"bloodsoldierZ",5,4,1,1,3,12,0.001071811,0,1,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"336",336,"catwalk33",5,1,1,1,0,0,0.000976563,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"337",337,"Chance Anderson",5,1,1,1,0,0,0.001104972,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"338",338,"Colonel Cuck Of The Cuckold Army",5,1,1,1,0,0,0.001039501,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"339",339,"Durodes Duvo",5,3,0,0,3,0,0.00094697,0,1,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"340",340,"First lady Princest Ivanka",5,5,7,5,0,0,0.001152074,0,0,2,0.03030303,33,4,33,0.361275477,7,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"341",341,"Hal Jordan",5,9,3,2,7,27,0.001008065,0,0,2,0.03030303,33,4,33,0.361275477,6,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"342",342,"IintruderI",5,1,1,1,0,0,0.000976563,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"343",343,"Iron Bowtie",5,1,2,1,0,0,0.001067236,0,0,2,0.03030303,33,4,33,0.361275477,2,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"344",344,"Jai Ritter",5,1,1,1,0,0,0.001071811,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"345",345,"Jamie Cox",5,1,0,0,1,0,0.00094697,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"346",346,"Jay Wilson",5,2,3,2,0,0,0.001007049,0,0,2,0.03030303,33,4,33,0.361275477,3,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"347",347,"Jeri Kourkoumelis",5,5,3,0,5,0,0.00094697,0,0,2,0.03030303,33,4,33,0.361275477,4,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"348",348,"John Blazem",5,1,0,0,1,0,0.00094697,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"349",349,"kahmaal14",5,1,1,1,0,0,0.001039501,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"350",350,"Kitty S",5,1,1,0,1,0,0.00094697,0,0,2,0.03030303,33,4,33,0.361275477,2,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"351",351,"mistymorning195",5,3,3,3,0,0,0.001189061,0,0,2,0.03030303,33,4,33,0.361275477,3,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"352",352,"Molly",5,1,2,1,0,0,0.00097561,0,0,2,0.03030303,33,4,33,0.361275477,2,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"353",353,"NRLR89",5,1,1,1,0,0,0.000976563,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"354",354,"PluralFrog",5,2,0,0,2,0,0.00094697,0,1,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"355",355,"Raiku Anime",5,6,1,1,5,21,0.001039501,0,0,2,0.03030303,33,4,33,0.361275477,4,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"356",356,"Rational Thoughts -USA",5,2,2,0,2,0,0.00094697,0,0,2,0.03030303,33,4,33,0.361275477,3,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"357",357,"Red Hood",5,1,1,1,0,0,0.001039501,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"358",358,"Sacred, Nothing is",5,1,1,1,0,0,0.001071811,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"359",359,"Sara H",5,1,0,0,1,0,0.00094697,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"360",360,"Sorry But Not Sorry",5,1,1,1,0,0,0.001039501,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"361",361,"T Raa",5,1,1,1,0,0,0.000976563,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"362",362,"Time Lord",5,1,2,1,0,0,0.001036269,0,0,2,0.03030303,33,4,33,0.361275477,2,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"363",363,"Todd Sheridan",5,1,1,1,0,0,0.000976563,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"364",364,"tonedog77",5,1,0,0,1,0,0.00094697,0,0,2,0.03030303,33,4,33,0.361275477,1,0,0,0,-0.009335036,-0.023651129,1,0,0,0,0,"0.233551","0.500395","0.09722","0.16734","0.272635"
"365",365,"Adisasleep",5,1,1,1,0,0,0.000492611,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"366",366,"Alex di nobile",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"367",367,"BJ Martin",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"368",368,"BL4CK KN1G8T",5,1,2,1,0,0,0.000452489,0,0,3,0.022606383,48,4,48,0.340814507,2,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"369",369,"BLAIR M Schirmer",5,1,1,1,0,0,0.000492611,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"370",370,"bloodsoldierZ",5,5,1,1,4,16,0.000482393,0,0,3,0.022606383,48,4,48,0.340814507,2,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"371",371,"catwalk33",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"372",372,"Chance Anderson",5,1,1,1,0,0,0.000492611,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"373",373,"Colonel Cuck Of The Cuckold Army",5,1,1,1,0,0,0.000472367,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"374",374,"Dani Kbob",5,1,1,1,0,0,0.000452694,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"375",375,"Durodes Duvo",5,3,0,0,3,0,0.000443262,0,0,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
"376",376,"Fatnorth759",5,1,1,0,1,0,0.000443262,0,1,3,0.022606383,48,4,48,0.340814507,1,0,0,0,-0.007134876,-0.088198011,1,0,0,0,0,"0.227055","0.65401","0.073713","0.028764","0.335361"
