,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,,,,,,,,z23zvjq4crmwh3yh104t1aokguwqvsxuiuf2acoi1mn5bk0h00410.1503337110179572,darkstalkerknight63,1 month ago,1.51E+12,And republicans as well. Many people brainwashed to forget that part. The fact that the kkk has always been conservatives as well as the nazis are things that right wingers want you to forget,2,/Neutral/Surprise/,Neutral,0.371,Surprise,0.864
,,,,,,,,z23zvjq4crmwh3yh104t1aokguwqvsxuiuf2acoi1mn5bk0h00410.1503337218669755,Seriously,1 month ago,1.51E+12,The republican lost to the democrat party and started looking for voters in the south. Which work because it's more white people then any other colour back in them days  it still is today but if they could get most of the south who was to vote for them they would get into the  White House....,0,/Neutral/Surprise/,Neutral,0.398,Surprise,0.613
,,,,,,,,z23zvjq4crmwh3yh104t1aokguwqvsxuiuf2acoi1mn5bk0h00410.1503337932582497,Seriously,1 month ago,1.51E+12,Kkk was never conservative you moron it  founded by the democrat party. A actual government party. That's just embarrassing,2,/Positive/Relief/,Positive,0.454,Relief,0.238
,,,,,,,,z23zvjq4crmwh3yh104t1aokguwqvsxuiuf2acoi1mn5bk0h00410.1503339418408967,Zucchinna,1 month ago,1.51E+12,"Charlie Hawtree back when republicans were called democrats.  They swapped ideologies, you knew that right...oops",1,/Neutral/Surprise/,Neutral,0.438,Surprise,0.824
,,,,,,,,z23zvjq4crmwh3yh104t1aokguwqvsxuiuf2acoi1mn5bk0h00410.1503342169644216,Littos Alive,1 month ago,1.51E+12,"Zucchinna of course not,people were stupid and now they're something far worse",0,/Negative/Hate/,Negative,0.611,Hate,0.237
,,,,,,,,z23zvjq4crmwh3yh104t1aokguwqvsxuiuf2acoi1mn5bk0h00410.1503343011719445,Kim Jong-un,1 month ago,1.51E+12,"The kkk is the Democratic party . Think about.... Democrats love to race bait , and their race baiting right now!!!",0,/Positive/Love/,Positive,0.593,Love,0.374
z23vxpn5gzblzlvkxacdp433blyleb1w04ytoow2r2xw03c010c,Paul Montero,1 month ago,1.51E+12,Jimmy Dore gives me a headache. I could only risk listening to one minute. Sorry.,2,TRUE,2,,,,,,,/Negative/Boredom/,Negative,0.532,Boredom,0.221
,,,,,,,,z23vxpn5gzblzlvkxacdp433blyleb1w04ytoow2r2xw03c010c.1503336746500199,5argeTech /\,1 month ago,1.51E+12,Paul Montero So then just STFU and GTFO.......,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.399,Empty tweets / Garbage / No sentiments,0.602
,,,,,,,,z23vxpn5gzblzlvkxacdp433blyleb1w04ytoow2r2xw03c010c.1503342209202332,Littos Alive,1 month ago,1.51E+12,5argeTech /\ sheesh! all caps rage next comrade?,0,/Negative/Worry/,Negative,0.381,Worry,0.218
z23hgviogzqytfbclacdp43aukdg2bwzgq3314bkyqlw03c010c,charesch,1 month ago,1.51E+12,They should use the republicans to get Trump out and then shed light on the common ground Trump had with said republican.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.484,Surprise,0.612
z234wr5rqozei5ffracdp433oteewqx0g1bb00squvdw03c010c,Benjamin White,1 month ago,1.51E+12,You expected Hillary to play dirty against her disant cousin....lmfao!! Like that would ever really happen. They both have too much Jeffery Epstein in their history to throw any dirt anywhere. Why not talk about that connection guy's?,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.41,Worry,0.263
z22gsvr5lnjdwtjtdacdp430pb2jwrujpvchgrvjlg5w03c010c,Timefliesbye,1 month ago,1.51E+12,"And you've been using Nazi tactics for ages.""You can't understand the experience of a black person in the US""-Socialist Lefties.""One's race colours the ability to perceive and experience reality""-National Socialists.",3,TRUE,3,,,,,,,/Negative/Worry/,Negative,0.466,Worry,0.234
,,,,,,,,z22gsvr5lnjdwtjtdacdp430pb2jwrujpvchgrvjlg5w03c010c.1503337178370824,KpitGangsta,1 month ago,1.51E+12,Timefliesbye ...Post reasons why then that back your claims. Or explain why there's a severe disconnect in people protesting for equal treatment under law enforcement and those who don't believe there's a problem.,0,/Neutral/Surprise/,Neutral,0.405,Surprise,0.685
,,,,,,,,z22gsvr5lnjdwtjtdacdp430pb2jwrujpvchgrvjlg5w03c010c.1503342360194521,Littos Alive,1 month ago,1.51E+12,"KpitGangsta I wouldn't hold my breath on that one. intelligent discourse fueled by facts not feelings on the TYT channel ... ? nah,this ain't Ted-Ed.",0,/Negative/Sadness/,Negative,0.699,Sadness,0.236
,,,,,,,,z22gsvr5lnjdwtjtdacdp430pb2jwrujpvchgrvjlg5w03c010c.1503365722045931,Mablak,1 month ago,1.51E+12,"Hitler was a vegetarian, does that imply vegetarianism is wrong? Well no, vegetarianism had nothing to do with Nazism. Likewise, noting that living an entire life as a certain race, gender, etc, gives you more insight into that group is a claim that has nothing to do with Nazism, even if some Nazis believed this.",0,/Neutral/Surprise/,Neutral,0.434,Surprise,0.691
z22fhh05bpemx1dfhacdp43atyudcknm3wznngk3551w03c010c,Paul Temple,1 month ago,1.51E+12,The republicans are cunts.,7,TRUE,3,,,,,,,/Neutral/Surprise/,Neutral,0.419,Surprise,0.696
,,,,,,,,z22fhh05bpemx1dfhacdp43atyudcknm3wznngk3551w03c010c.1503336019521912,Seriously,1 month ago,1.51E+12,Takes one to know one,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.464,Empty tweets / Garbage / No sentiments,0.64
,,,,,,,,z22fhh05bpemx1dfhacdp43atyudcknm3wznngk3551w03c010c.1503337254541990,darkstalkerknight63,1 month ago,1.51E+12,Well got just offended the cunts by calling them republicans,0,/Negative/Worry/,Negative,0.389,Worry,0.247
,,,,,,,,z22fhh05bpemx1dfhacdp43atyudcknm3wznngk3551w03c010c.1503337766108086,Seriously,1 month ago,1.51E+12,What?,0,/Neutral/Surprise/,Neutral,0.584,Surprise,0.944
z23oshezmprysrezx04t1aokgcwruryhcgabrcvtmpqjbk0h00410,Chunk Oooger,1 month ago,1.51E+12,"lolz progressives still trying (and failing) to win elections by running on ""the other guy is a racist"" platform. hahahaha pathetic",6,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.557,Sadness,0.246
z22iyplwaoftf3yax04t1aokgdsgss03pnslnlxm4nvibk0h00410,Creacher Creature,1 month ago,1.51E+12,"Oh no Jimmy Dore AGAIN. tyt tale him off, he's a moron.  He's the Alex Jones of the left.",0,TRUE,3,,,,,,,/Negative/Worry/,Negative,0.554,Worry,0.231
,,,,,,,,z22iyplwaoftf3yax04t1aokgdsgss03pnslnlxm4nvibk0h00410.1503336323753044,SHAdaKID,1 month ago,1.51E+12,"Creacher Creature Unlike Alex, Jimmy uses facts",2,/Neutral/Surprise/,Neutral,0.441,Surprise,0.514
,,,,,,,,z22iyplwaoftf3yax04t1aokgdsgss03pnslnlxm4nvibk0h00410.1503338805797786,Sterling,1 month ago,1.51E+12,"Unlike Cenk and his goons, jimmy uses facts",0,/Neutral/Surprise/,Neutral,0.462,Surprise,0.589
,,,,,,,,z22iyplwaoftf3yax04t1aokgdsgss03pnslnlxm4nvibk0h00410.1503339565983758,Zucchinna,1 month ago,1.51E+12,Creacher Creature nope,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.598,Empty tweets / Garbage / No sentiments,0.593
z22zjnqqxtijwvutxacdp435gud42s3tabk5z3umo1dw03c010c,righthandstep5,1 month ago,1.51E+12,Anyone that denies this has got loads of cognitive dissonance for sure. It'd be like denying climate change caused by man in recent years or denying that vaccines help people or DO NOT cause autism ... oh wait I guess these guys also do that too surprise surprise e_e,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.425,Hate,0.24
z22zirrisvmezjdjk04t1aokg2qchtianjam0f02srbprk0h00410,Peter Perfect,1 month ago,1.51E+12,"Didn't the Clintons also use the ""Southern Strategy""? After all what did they mean by super predators?",6,TRUE,4,,,,,,,/Negative/Worry/,Negative,0.434,Worry,0.226
,,,,,,,,z22zirrisvmezjdjk04t1aokg2qchtianjam0f02srbprk0h00410.1503335324068892,Bob Steel,1 month ago,1.51E+12,"I would recommend watching WE NEED TO MAKE THEM HEAL, right here on You tube a video for all to see.",1,/Neutral/Surprise/,Neutral,0.466,Surprise,0.631
,,,,,,,,z22zirrisvmezjdjk04t1aokg2qchtianjam0f02srbprk0h00410.1503336454384310,Cadillac Kadafi N Kayla,1 month ago,1.51E+12,"So since u used the word (also) u admit Trump and republicans did it, thanks",1,/Positive/Relief/,Positive,0.403,Relief,0.358
,,,,,,,,z22zirrisvmezjdjk04t1aokg2qchtianjam0f02srbprk0h00410.1503337532761910,Anti-Alt-Right,1 month ago,1.51E+12,"Peter Perfect No, that's two different things.",0,/Negative/Worry/,Negative,0.427,Worry,0.26
,,,,,,,,z22zirrisvmezjdjk04t1aokg2qchtianjam0f02srbprk0h00410.1503338551755103,Bob Steel,1 month ago,1.51E+12,"I suggest watching the video, WE NEED TO MAKE THEM HEAL, right here on youtube for all too see.",1,/Neutral/Surprise/,Neutral,0.496,Surprise,0.557
z23bc1fphwujexql5acdp43bp5iczqqlkbk3xnjpqddw03c010c,Lark Druid,1 month ago,1.51E+12,I still can't believe I have to explain the Dixiecrat switch....,29,TRUE,7,,,,,,,/Negative/Worry/,Negative,0.555,Worry,0.234
,,,,,,,,z23bc1fphwujexql5acdp43bp5iczqqlkbk3xnjpqddw03c010c.1503336125169242,Eegore Beaver,1 month ago,1.51E+12,"Lark Druid that's a red herring denial of reality because tolerance by businesses of subtle racism and bigotry, like a dog whistle, has been tolerated by both parties.  PewDiePie is an example of both liberals and conservatives tolerating it because, well,LOL.  Everytime someone mentions slavery, I like to remind them that any black person born before 1955 would have been born in to a country where the government told them they weren't a whole person and had to be kept legally separated from white people with miscegenation laws making marriage and more importantly adultery of the white race.  Jim Crow Laws.  FDR was a bigot.  He wasn't a Dixiecrat.  It's not a a.figurative black and white issue even though it was totally s Black and white issue.  Hillary Clinton spewed incredibly racist and bigoted bullshit in the 90's trumpeting (all puns unintended) bogus research predicting the emergence of a Black Super Predator Criminal and the way to prevent it is the enactment of harsher and tougher criminal penalties which would have ended squarely landed on the backs of Blacks, minorities and the poor.  Yet, when she ran for President no Democrats talked about this even when people like me raised the questions.  Bill Clinton signed Republican legislation that ""reformed"" the ""welfare entitlement programs"" based upon the mythology that there were women who were on the program and would be for life if things weren't changed, that continually had children they couldn't afford to take care of in order to increase their welfare checks.  The openly racist people made the spurrious claims that more Black people were on Welfare then White people and at incredibly disproportionate rates to the rest of the demographics of the country.  Democrats allowed Republicans to enact harsh drug laws that targeted Black people and allowed white people to be given misdemeanor drug violations while Black people received felonies and long jail.sentences for equivalent crimes because Crack was sentenced more then the same or even larger quantities of cocaine even though one was used to make the other and all that was necessary was to ad water and baking soda.  But go ahead, keep spewing that mythology because it's not really valid.  Sure it happened but that didn't remove all.of the racists and bigots from the party.",0,/Negative/Hate/,Negative,0.496,Hate,0.268
,,,,,,,,z23bc1fphwujexql5acdp43bp5iczqqlkbk3xnjpqddw03c010c.1503337683007270,Seriously,1 month ago,1.51E+12,The parties didn't actual switch when the republicans lost they had to look for more voters and they only way to do that was to get the south people to vote for them,0,/Negative/Hate/,Negative,0.458,Hate,0.231
,,,,,,,,z23bc1fphwujexql5acdp43bp5iczqqlkbk3xnjpqddw03c010c.1503339614687798,Zucchinna,1 month ago,1.51E+12,Seriously incorrect,0,/Negative/Anger/,Negative,0.636,Anger,0.358
,,,,,,,,z23bc1fphwujexql5acdp43bp5iczqqlkbk3xnjpqddw03c010c.1503340923968645,Eegore Beaver,1 month ago,1.51E+12,"Zucchinna what is seriously incorrect?  Mine or the original comments?  Both are technically correct, Strom Thurmond being the most famous.  Your two word comments saying it's seriously incorrect without anything else just makes you look intellectually challenged and like an immature child who responds petulantly nuh-uh.",0,/Negative/Anger/,Negative,0.416,Anger,0.281
,,,,,,,,z23bc1fphwujexql5acdp43bp5iczqqlkbk3xnjpqddw03c010c.1503341011124475,Eegore Beaver,1 month ago,1.51E+12,"Seriously no, when the Democrats embraced the civil Rights movement in the late 50'sand early 60's many Democrats became Republicans.  There were always Republicans in the south and it never became about votes or parties until then.",0,/Negative/Worry/,Negative,0.561,Worry,0.245
,,,,,,,,z23bc1fphwujexql5acdp43bp5iczqqlkbk3xnjpqddw03c010c.1503358456977131,JoeyFiveandDimes,1 month ago,1.51E+12,"Dick Gregory ( RIP :(���� ) had the most concise explanation about that. James Baldwin, MLK, and Malcolm did too .... but they were gone before the full manifestation of it .",0,/Negative/Worry/,Negative,0.414,Worry,0.239
,,,,,,,,z23bc1fphwujexql5acdp43bp5iczqqlkbk3xnjpqddw03c010c.1503362221274112,Banana Republic USA,1 month ago,1.51E+12,"It was about parties to the extent that the reasons (racist) Southerners clung to being Democrats for so long was that Lincoln had been a Republican, and they hated the party of Lincoln. They finally had to admit that the racist party was the Republicans, and they joined it.",0,/Negative/Hate/,Negative,0.568,Hate,0.248
z23ws3pbvsaig152vacdp433fxssacevqtabaxyiwf1w03c010c,Zizu Zai,1 month ago,1.51E+12,"Wait, so Racism is the new Russia Russia Russia?",4,TRUE,4,,,,,,,/Positive/Fun/,Positive,0.401,Fun,0.29
,,,,,,,,z23ws3pbvsaig152vacdp433fxssacevqtabaxyiwf1w03c010c.1503334943845678,mrbadguysan,1 month ago,1.51E+12,Zizu Zai Russian Antagonism and racism only exist to Jimmy as establishment canards.,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.459,Empty tweets / Garbage / No sentiments,0.524
,,,,,,,,z23ws3pbvsaig152vacdp433fxssacevqtabaxyiwf1w03c010c.1503335358700065,R Yates,1 month ago,1.51E+12,"Zizu Zai The racism is not new and don't think that the Russia investigation is gone.",3,/Negative/Worry/,Negative,0.529,Worry,0.255
,,,,,,,,z23ws3pbvsaig152vacdp433fxssacevqtabaxyiwf1w03c010c.1503338866354474,Sterling,1 month ago,1.51E+12,R Yates too bad Russia is a non issue,0,/Negative/Sadness/,Negative,0.686,Sadness,0.226
,,,,,,,,z23ws3pbvsaig152vacdp433fxssacevqtabaxyiwf1w03c010c.1503342454210413,Littos Alive,1 month ago,1.51E+12,"Sterling a non issue with a grand jury,fing fail. just start over,just wow.",0,/Negative/Sadness/,Negative,0.43,Sadness,0.233
z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c,Shahid Khan,1 month ago,1.51E+12,Most white people (not all) in America are racist. That's why they voted for Trump.,15,TRUE,9,,,,,,,/Neutral/Surprise/,Neutral,0.424,Surprise,0.816
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503334902919137,Zizu Zai,1 month ago,1.51E+12,Most white people (not all) in America are not racist. That's why they voted for Obama,10,/Neutral/Surprise/,Neutral,0.406,Surprise,0.76
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503335316349437,jaydeviil,1 month ago,1.51E+12,"ya you keep saying.  ive died a few times and ill tell you this their aint no rewards in the next world for your sugar coating of evil.  honk if you love bacon greasechenk the buffalo that cried nazi",0,/Negative/Sadness/,Negative,0.532,Sadness,0.251
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503336983016262,Shahid Khan,1 month ago,1.51E+12,Zizu Zai I'm pretty sure Obama did not get a majority of the white vote in both elections.,2,/Negative/Hate/,Negative,0.443,Hate,0.252
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503340046572690,Shahid Khan,1 month ago,1.51E+12,jaydeviil  I'm not sugar coating anything. I hate Trump. I'm just stating a fact.,1,/Negative/Hate/,Negative,0.625,Hate,0.321
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503341314675690,Osterhagen Key,1 month ago,1.51E+12,"ZizuZai:�� I'm tired of racist kkkunts, claiming that other racist kkkunts can't be racist, because they voted for a black president.�� Voting for Obama does not absolve you of ANYTHING, let alone EVERY racist thing you did prior to voting for Obama, and EVERY racist thing you've done since voting for Obama.",2,/Negative/Worry/,Negative,0.377,Worry,0.239
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503343104503200,Kim Jong-un,1 month ago,1.51E+12,Every race is racist....if u believe that then,0,/Neutral/Surprise/,Neutral,0.556,Surprise,0.649
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503344792005535,Osterhagen Key,1 month ago,1.51E+12,"Seeing that Obama represents your interests better than Romney or McCain, doesn't change how racist you are.",3,/Positive/Enthusiasm/,Positive,0.45,Enthusiasm,0.269
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503344800676153,Angel Rojo,1 month ago,1.51E+12,Most white people are not racist.  Most of the protesters against trump and his Nazis are white.  The electoral system leveraged the vote against the majority of Americans.,1,/Neutral/Surprise/,Neutral,0.373,Surprise,0.761
,,,,,,,,z22ev3phhkirixjehacdp433ydfowqkrsrnqfdkj4c5w03c010c.1503345199936600,Osterhagen Key,1 month ago,1.51E+12,"Every zombie that voted for drumpf, was at least RACIST ENOUGH to trade on the suffering of non-whites, for a perceived profit to themselves, and at least RACIST ENOUGH to be so EAGER to do so, that they couldn't see through the world's most transparent fraud.�� That's racist enough to be called RACIST.",4,/Neutral/Surprise/,Neutral,0.38,Surprise,0.643
z22odxwyjky4yfs2oacdp43aogfngczokxovvvkbebtw03c010c,Joe Brice,1 month ago,1.51E+12,"The democrats did created the KKK, and those democrats which called themselves Dixiecrat flee to the Republican Party because Lyndon B. Johnson a democrat President signed the Civil Rights of 1964, so the democrats at that time were the racist who became Republicans or the White Supremacist =White Nationalist Racist which we have now. Ancient history, the fact is that most of the racist and dog whistle blowers are in the Republican Party now in 2017. The Republicans might say that they are not racist but they sure push a lot of racist policies, such as voter suppression, mass incarceration, birther-ism etc. etc. Read a history book once in a while.",11,TRUE,2,,,,,,,/Negative/Worry/,Negative,0.413,Worry,0.244
,,,,,,,,z22odxwyjky4yfs2oacdp43aogfngczokxovvvkbebtw03c010c.1503335700846783,Vinyl,1 month ago,1.51E+12,Joe Brice THERE WAS A PARTY SWITCH YOU DUMBASS,5,/Negative/Worry/,Negative,0.379,Worry,0.25
,,,,,,,,z22odxwyjky4yfs2oacdp43aogfngczokxovvvkbebtw03c010c.1503341243951686,Anthony Kirkwood,1 month ago,1.51E+12,Joe Brice these idiots are afraid of. A book,1,/Negative/Anger/,Negative,0.424,Anger,0.229
z22azt5bmomeupqa004t1aokgbzbo5giyjagzkuixmzcrk0h00410,Revenge of Bcraig5,1 month ago,1.51E+12,Breaking news: Water is wet,12,TRUE,1,,,,,,,/Negative/Anger/,Negative,0.431,Anger,0.237
,,,,,,,,z22azt5bmomeupqa004t1aokgbzbo5giyjagzkuixmzcrk0h00410.1503338659757765,Michael Lords,1 month ago,1.51E+12,"Revenge of Bcraig5 Not news to most, but their are some people out there that just can't gasp that.",0,/Negative/Hate/,Negative,0.49,Hate,0.223
z22pchpblxfggxb2xacdp430jb53akc2ex0bmiswvgpw03c010c,Robert Willis,1 month ago,1.51E+12,"Democrats should ""stick like glue"" to painting Trump as racist. ��However, if that is the only thing they do, they are liable to lose again. ��They also need to ""stick like glue"" to policies that people (and not just their donors) care about. ��If they don't talk about moving toward medicare for all, seriously reducing college debt, seriously policing wall street again, etc. they are probably going to lose again.",3,TRUE,1,,,,,,,/Negative/Worry/,Negative,0.611,Worry,0.24
,,,,,,,,z22pchpblxfggxb2xacdp430jb53akc2ex0bmiswvgpw03c010c.1503342480822015,Littos Alive,1 month ago,1.51E+12,Robert Willis brilliant as usual.,0,/Neutral/Surprise/,Neutral,0.528,Surprise,0.506
z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410,Aries,1 month ago,1.51E+12,Come on you conservative fuckers. Defend your racism in the comment sections. We get live feed proof right-wingers are racists 24/7. Just keep scrolling.,41,TRUE,24,,,,,,,/Neutral/Surprise/,Neutral,0.397,Surprise,0.798
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503334524458352,Dragon1717,1 month ago,1.51E+12,We as the American people look down upon you for race baiting.  I want you to know that. I want you to think about that for the next 4 days.,6,/Positive/Love/,Positive,0.443,Love,0.3
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503335643207109,jaydeviil,1 month ago,1.51E+12,as a freelance gun for hire i would like to thank the alt-left for their support of Israel's enemies your all weak and easy targets that i can get a easy pay-check for messing up.  alt-left vs Israel  hahahahahahahhaha.   like a mouse biting a  pit bull,0,/Negative/Worry/,Negative,0.334,Worry,0.218
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503335843694172,San Qiang Li,1 month ago,1.51E+12,"^I GOT ONE!",1,/Neutral/Surprise/,Neutral,0.384,Surprise,0.583
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503336446822950,spooder man the cuck slayer,1 month ago,1.51E+12,"white civilizations do much better than brown ones, just a fact",0,/Positive/Relief/,Positive,0.461,Relief,0.255
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503338377695655,EliFrost _,1 month ago,1.51E+12,"spooder man the cuck slayer logical people do better than dumbasses, just a fact.",2,/Positive/Enthusiasm/,Positive,0.442,Enthusiasm,0.278
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503340670737067,FG K12,1 month ago,1.51E+12,Triggered,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503342383692824,Mark Polk,1 month ago,1.51E+12,"Most likely logic escapes him...  Just a fact!His inability to consider any other civilizations shows his lack of critical thinking.1.China - One of the oldest continuous civilizations.  The longest continuous system of writing. 2. Egypt - One of the earliest civilizations3. Japan - The 3rd largest economy4. Mayan - Known for their art, mathematics, calenders, and astronomy.I could continue but the exercise would be lost on the student.",1,/Negative/Worry/,Negative,0.385,Worry,0.247
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503344971279738,spooder man the cuck slayer,1 month ago,1.51E+12,EliFrost _ I agree. We should combine our 2 statements to come to a logical conclusion,0,/Positive/Relief/,Positive,0.428,Relief,0.23
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503350383559574,LooooooooooL,1 month ago,1.51E+12,"@Spooder manYes, white civilizations do much better in stealing resources, raping, and genocides. This is just a fact!",0,/Positive/Relief/,Positive,0.427,Relief,0.267
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503350727291972,FG K12,1 month ago,1.51E+12,#NAME?,0,/Neutral/Surprise/,Neutral,0.451,Surprise,0.802
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503351084453479,LooooooooooL,1 month ago,1.51E+12,"@FG K12Yes, those countries got the high quality of life because they stole the resources from other people.",0,/Positive/Enthusiasm/,Positive,0.375,Enthusiasm,0.241
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503352150776002,FG K12,1 month ago,1.51E+12,#NAME?,0,/Neutral/Surprise/,Neutral,0.451,Surprise,0.802
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503378396326235,San Qiang Li,1 month ago,1.51E+12,"Unlike America, those countries have free healthcare for all citizens, do not deny climate change, and do not tolerate revisionistic history.",0,/Negative/Hate/,Negative,0.439,Hate,0.241
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503418997519916,jaydeviil,1 month ago,1.51E+12,San Qiang Li climate changers are history revisonist.,0,/Negative/Hate/,Negative,0.379,Hate,0.236
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503419243742668,San Qiang Li,1 month ago,1.51E+12,"Climate change isn't history, it's happening right now.",0,/Negative/Hate/,Negative,0.611,Hate,0.239
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503423392026472,jaydeviil,1 month ago,1.51E+12,San Qiang Li then lots bomb china there the worest of all poplutors,0,/Positive/Fun/,Positive,0.417,Fun,0.251
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503424530700223,Trey Corte�_,1 month ago,1.51E+12,Aries I DONT CARE!!! I STAND WITH PRESIDENT TRUMP! The democrats use black ppl for votes and that's all,2,/Neutral/Surprise/,Neutral,0.391,Surprise,0.548
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503430213754378,Mark Polk,1 month ago,1.51E+12,"Trump has asked for a sea wall to be built for his golf course in Scotland.  Why?  Because of global warming.   I love hypocrisy.  The majority of Trump's properties are on the coasts.  Hmmmm, do I see a predicament?  He will never admit that he is wrong.  His fragile ego just couldn't take that kind of abuse.",0,/Negative/Worry/,Negative,0.575,Worry,0.248
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503431291614563,jaydeviil,1 month ago,1.51E+12,Mark Polk like how al gore bought a house in malibu for millions after he said it would be under water in 2 years.,0,/Neutral/Surprise/,Neutral,0.439,Surprise,0.552
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503433608622250,San Qiang Li,1 month ago,1.51E+12,"jaydevil Right...you're obviously a violent person who would feel right at home at the Charlotesville rally. Y'know, go ahead and try to bomb China. See where that leaves America. I'm guessing it will be the prelude to Fallout.",0,/Neutral/Surprise/,Neutral,0.439,Surprise,0.687
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503434949506554,jaydeviil,1 month ago,1.51E+12,San Qiang Li also free hong kong and the mongoliains chinas impireal expansion has stolen land from mongolia  china should give it back to mongolia.,0,/Positive/Relief/,Positive,0.399,Relief,0.231
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503436871485823,Mark Polk,1 month ago,1.51E+12,"And, possibly just possibly, you could learn to spell?  Punctuation is useful to avoid run-on sentences.  Learn to use grammatically correct language skills to set you free!Seriously, mongoliains?",0,/Negative/Sadness/,Negative,0.374,Sadness,0.255
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1503467777278790,San Qiang Li,1 month ago,1.51E+12,jaydeviil Hong Kong has always been a part of China. It was on loan to the Britain for 70 years. Try again.,0,/Negative/Boredom/,Negative,0.429,Boredom,0.234
,,,,,,,,z22gyts53y3hhjsaj04t1aokgfe1u3wqb440dv1qfaznbk0h00410.1504450017714685,randomnobody playthrough,1 month ago,1.51E+12,"Oh really, Jimmy?Aren't you the retard who keeps saying that Obama and Drumph are just the same?",0,/Negative/Boredom/,Negative,0.387,Boredom,0.227
z235t3dxirmvclv4i04t1aokgxpe45ls2bd2lec0rllsrk0h00410,Dorothy Bellion,1 month ago,1.51E+12,the Republicans have used a dog whistle - and accidentally summoned wolves.,7,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.37,Worry,0.248
